gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,Churn,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,AvgChargesPerMonth,IsLongTermCustomer,HasStreamingService,HasSecurityBackup
1,1,0,0,1,1,0,1,1,0,1,1,1,102.95,1,1,0,0,0,1,0,0,104.02916666666665,0,1,1
0,0,0,0,1,0,0,0,0,0,1,1,0,90.6,1,1,0,0,0,0,1,0,90.6,0,1,0
0,0,0,0,1,0,0,0,0,1,0,0,1,50.8,1,0,0,0,0,0,0,0,48.00833333333333,0,0,0
1,0,0,0,1,1,0,1,0,0,0,1,1,90.05,1,1,0,0,0,0,1,0,92.025,0,1,1
1,0,1,0,1,1,0,1,1,1,1,1,1,108.2,0,1,0,0,1,0,1,0,108.89722222222223,1,1,1
1,0,0,0,1,1,1,1,1,1,1,1,0,92.0,0,0,0,0,1,0,0,0,92.12152777777777,1,1,1
1,1,1,0,1,1,0,0,0,0,0,0,1,75.1,0,1,0,0,0,0,1,0,72.38214285714285,0,0,0
1,0,0,0,1,1,0,0,0,0,0,0,1,25.05,0,0,1,0,0,0,0,0,21.849999999999998,0,0,0
0,0,0,0,1,0,0,1,0,0,0,0,0,75.15,0,1,0,1,0,0,1,0,78.596875,1,0,1
1,0,1,1,1,0,0,0,0,0,0,0,0,19.5,0,0,1,1,0,0,0,1,18.66090909090909,1,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,19.3,0,0,1,0,0,1,0,0,19.3,0,0,0
1,0,0,0,1,0,1,1,1,1,1,1,0,112.2,0,1,0,1,0,1,0,0,111.81888888888889,1,1,1
1,0,0,0,1,0,0,0,0,0,0,0,1,70.3,0,1,0,0,0,0,0,1,73.46666666666667,0,0,0
0,0,1,0,1,0,0,0,0,0,0,0,0,19.6,0,0,1,0,1,0,0,1,19.950704225352112,1,0,0
1,0,1,0,1,0,0,0,0,0,0,0,0,20.25,0,0,1,0,0,0,0,1,19.79375,0,0,0
0,0,1,0,1,1,0,0,0,0,0,0,1,75.85,1,1,0,0,0,0,1,0,85.53333333333335,0,0,0
1,0,1,1,1,0,1,1,0,1,1,1,0,80.65,0,0,0,0,1,0,0,0,80.3268115942029,1,1,1
1,0,1,1,1,0,0,0,0,0,0,0,1,68.5,1,1,0,0,0,0,1,0,68.5,0,0,0
0,1,1,0,1,1,1,1,1,1,1,1,1,115.75,0,1,0,0,1,1,0,0,117.27361111111112,1,1,1
1,0,0,0,1,0,1,0,0,0,0,0,1,73.5,1,1,0,0,0,0,1,0,71.97727272727273,0,0,1
1,0,0,0,1,1,1,1,1,1,0,1,0,80.6,0,0,0,0,1,0,0,0,80.39718309859154,1,1,1
0,0,0,0,1,0,0,0,0,0,0,0,1,69.95,1,1,0,0,0,0,0,1,69.95,0,0,0
0,0,1,0,0,0,1,0,1,1,1,1,0,59.55,0,0,0,0,1,0,0,0,61.1,1,1,1
0,0,0,0,1,0,0,0,0,0,0,0,0,19.05,0,0,1,1,0,0,0,1,20.415625,0,0,0
0,1,1,0,1,1,1,1,1,1,0,0,0,95.65,0,1,0,1,0,0,1,0,97.70982142857143,1,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,19.95,0,0,1,0,0,1,0,0,19.95,0,0,0
1,0,0,0,1,0,0,0,1,0,1,1,1,70.05,1,0,0,0,0,0,1,0,69.28,0,1,0
1,0,1,1,1,0,0,0,0,0,0,0,0,19.4,0,0,1,1,0,0,0,1,18.62456140350877,1,0,0
1,0,1,1,0,0,0,1,1,0,0,0,1,36.1,0,0,0,1,0,1,0,0,35.205357142857146,1,0,1
1,0,0,0,1,1,0,1,1,0,1,0,1,94.0,1,1,0,0,0,0,1,0,96.70625,0,1,1
0,0,1,1,1,0,1,1,1,0,0,0,0,61.15,1,0,0,0,0,0,0,1,64.63863636363637,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,19.75,0,0,1,0,0,0,0,1,19.75,0,0,0
0,0,0,1,1,0,1,0,0,1,1,0,1,64.1,0,0,0,0,0,1,0,0,61.50875,1,1,1
1,0,1,1,1,0,0,0,0,0,0,0,0,19.75,0,0,1,0,1,1,0,0,18.619565217391305,1,0,0
1,0,1,1,1,0,0,0,0,0,0,0,0,19.7,0,0,1,0,1,0,0,1,20.2515873015873,1,0,0
1,0,1,1,1,1,1,1,1,0,1,1,1,110.2,0,1,0,0,1,0,1,0,109.81617647058823,1,1,1
1,0,1,1,1,0,1,1,0,1,1,1,1,106.35,0,1,0,0,1,1,0,0,105.2427536231884,1,1,1
0,0,1,0,1,1,0,1,1,1,0,0,0,90.55,0,1,0,0,0,0,1,0,91.36785714285715,1,0,1
0,0,1,1,1,0,0,1,1,0,0,1,1,65.9,0,0,0,1,0,0,0,1,66.005,0,1,1
1,0,0,0,1,1,1,1,1,1,1,0,0,104.5,0,1,0,1,0,1,0,0,104.61587301587302,1,1,1
0,0,1,1,0,0,1,1,1,1,0,1,1,52.5,0,0,0,0,1,0,0,1,50.33958333333334,0,1,1
0,0,0,0,1,1,0,0,1,0,0,0,1,56.1,0,0,0,0,0,0,0,1,54.415789473684214,0,0,0
1,0,1,1,1,1,0,0,1,0,1,0,1,88.75,0,1,0,0,0,0,1,0,85.68863636363636,0,1,0
1,0,1,0,1,1,1,1,0,0,0,0,1,84.45,1,1,0,0,0,0,1,0,85.07241379310345,1,0,1
1,0,1,0,1,1,0,0,1,0,1,1,1,75.3,1,0,0,1,0,0,0,1,76.11153846153846,0,1,0
0,0,1,0,1,1,0,0,0,0,0,0,1,26.0,0,0,1,0,1,0,0,0,28.670714285714286,1,0,0
0,0,1,0,1,0,0,1,1,0,1,1,0,99.4,0,1,0,0,0,0,1,0,102.55102040816327,1,1,1
0,1,1,0,1,1,1,0,1,1,1,1,1,109.55,1,1,0,1,0,0,0,1,112.3313953488372,1,1,1
0,0,0,0,1,0,0,0,0,0,0,0,1,19.6,1,0,1,0,0,0,0,1,19.916666666666668,0,0,0
1,0,1,1,1,0,0,0,1,1,1,1,0,73.15,0,0,0,1,0,0,1,0,73.5297619047619,1,1,0
1,0,0,0,1,0,0,1,0,1,0,0,1,54.65,0,0,0,1,0,0,0,1,54.99473684210526,1,0,1
1,1,0,0,1,0,1,0,1,0,1,0,0,66.4,1,0,0,0,0,0,0,0,47.275,0,1,1
0,0,1,0,1,1,1,1,1,1,1,1,1,115.55,0,1,0,0,1,1,0,0,115.44999999999999,1,1,1
0,1,0,0,1,1,0,1,1,0,1,1,1,104.45,0,1,0,0,0,0,1,0,105.7358695652174,1,1,1
1,1,1,0,1,1,0,0,0,1,1,1,1,100.05,1,1,0,0,0,1,0,0,104.11969696969696,1,1,0
1,0,0,0,1,1,1,1,0,1,0,1,0,102.0,1,1,0,1,0,0,1,0,105.31048387096774,1,1,1
0,0,1,0,1,1,1,1,1,1,1,1,1,91.15,0,0,0,0,1,0,0,0,92.19305555555555,1,1,1
1,0,1,1,1,0,0,1,0,1,1,0,1,89.7,0,1,0,1,0,0,1,0,90.44571428571429,1,1,1
1,0,1,0,1,1,1,1,1,0,0,0,0,90.2,1,1,0,0,0,1,0,0,85.53823529411765,0,0,1
0,0,1,0,1,1,1,1,1,1,1,1,1,92.4,0,0,0,0,1,0,1,0,94.2513888888889,1,1,1
0,0,1,1,1,0,0,0,0,0,0,0,0,19.9,0,0,1,1,0,0,0,1,19.392857142857142,1,0,0
1,0,1,0,1,1,0,0,0,0,0,0,1,25.15,1,0,1,0,1,1,0,0,23.699107142857144,1,0,0
0,0,0,0,1,1,0,0,0,1,0,0,1,79.85,1,1,0,0,0,1,0,0,77.55322580645162,1,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,18.85,0,0,1,1,0,0,0,0,19.273333333333333,1,0,0
0,0,0,0,1,1,0,0,0,0,0,0,1,25.75,0,0,1,0,0,0,0,1,25.75,0,0,0
0,0,0,0,1,0,0,1,0,0,0,0,1,49.6,1,0,0,0,0,0,0,1,57.35,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,1,20.95,0,0,1,0,0,0,0,1,18.25,0,0,0
0,0,1,0,1,0,0,1,1,0,1,1,1,97.05,0,1,0,1,0,0,1,0,97.76979166666666,1,1,1
1,0,1,1,1,1,0,0,0,0,0,0,1,25.4,0,0,1,0,0,0,0,0,21.874000000000002,1,0,0
1,0,1,1,1,0,0,0,0,0,0,0,1,19.7,0,0,1,0,1,0,0,0,19.90703125,1,0,0
1,0,0,0,0,0,1,1,0,0,0,0,1,35.0,0,0,0,0,0,0,0,1,35.648,1,0,1
0,0,1,1,1,1,0,0,1,0,1,1,0,101.25,0,1,0,1,0,0,0,0,101.94423076923077,1,1,0
1,1,1,0,1,0,0,0,0,0,0,0,1,70.2,0,1,0,0,0,0,1,0,70.0875,0,0,0
0,1,0,0,1,0,0,0,0,0,1,1,0,90.95,0,1,0,0,0,0,1,0,90.5609375,1,1,0
1,0,1,1,1,1,1,1,0,1,1,0,0,73.85,0,0,0,0,1,1,0,0,74.91111111111111,1,1,1
1,0,1,0,1,1,1,0,0,0,0,1,1,88.05,0,1,0,0,0,0,1,0,89.03333333333333,0,1,1
0,1,1,0,1,1,0,0,1,1,1,1,1,105.95,1,1,0,1,0,1,0,0,105.68560606060606,1,1,0
1,0,0,1,1,1,0,0,1,0,0,1,0,91.85,1,1,0,0,0,0,1,0,85.68333333333334,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,20.1,0,0,1,0,1,0,0,1,19.989814814814817,1,0,0
0,0,1,1,0,0,0,0,0,1,1,0,0,40.1,1,0,0,0,0,0,1,0,40.1,0,1,0
0,0,1,1,1,1,1,1,0,1,1,1,0,110.3,0,1,0,0,1,0,0,0,109.3328125,1,1,1
0,1,0,0,1,1,0,0,0,0,0,0,1,73.9,1,1,0,0,0,0,1,0,71.5209677419355,1,0,0
0,0,0,0,1,0,0,0,0,0,1,1,1,89.8,1,1,0,0,0,0,0,1,80.64999999999999,0,1,0
0,0,0,0,1,0,1,0,0,0,1,0,1,85.15,0,1,0,1,0,1,0,0,81.58749999999999,0,1,1
1,1,1,0,1,0,1,1,0,1,0,0,1,60.95,0,0,0,1,0,0,0,0,61.483582089552236,1,0,1
0,0,1,1,1,1,1,0,1,1,1,0,0,72.25,1,0,0,0,0,0,1,0,73.38714285714286,1,1,1
0,0,0,0,1,1,1,0,0,1,0,1,0,73.55,0,0,0,0,1,0,0,1,74.42444444444445,1,1,1
1,0,0,0,1,0,0,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,1,49.21,0,0,0
0,1,0,0,1,1,1,1,0,0,0,0,1,58.55,0,0,0,0,0,0,0,0,59.27413793103448,1,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,24.6,0,0,1,1,0,0,0,0,25.21875,0,0,0
1,0,1,1,1,0,0,0,0,0,0,0,1,19.75,0,0,1,0,1,0,0,1,20.37121212121212,1,0,0
1,0,0,0,1,0,1,0,0,0,1,0,0,86.35,0,1,0,1,0,0,0,1,83.66960784313724,1,1,1
0,0,1,0,1,1,0,0,0,0,0,0,0,25.5,0,0,1,0,1,0,0,1,24.912222222222223,1,0,0
0,0,1,0,1,0,0,0,0,0,0,0,0,19.0,0,0,1,1,0,1,0,0,18.748979591836736,1,0,0
0,0,1,0,1,0,0,0,0,0,0,0,1,19.55,0,0,1,0,1,0,0,1,17.99310344827586,1,0,0
1,0,1,1,1,1,1,1,0,1,1,1,1,110.1,0,1,0,0,0,1,0,0,111.7275,1,1,1
0,1,0,0,1,1,0,0,0,0,1,1,1,96.55,1,1,0,0,0,0,1,0,96.76486486486488,1,1,0
1,0,0,0,1,0,0,0,0,0,0,0,0,69.75,0,1,0,0,0,0,1,0,69.17399999999999,1,0,0
0,0,0,0,0,0,0,0,1,0,1,1,1,50.6,0,0,0,0,0,0,1,0,48.78636363636363,0,1,0
1,0,0,0,0,0,1,1,1,1,1,1,1,65.6,0,0,0,0,1,0,0,0,63.423611111111114,1,1,1
0,0,0,0,0,0,0,1,0,0,0,1,1,40.1,1,0,0,0,0,1,0,0,41.9,0,1,1
1,0,1,1,1,0,0,1,1,1,1,1,0,82.1,0,0,0,0,1,1,0,0,78.88181818181818,1,1,1
0,0,0,0,1,0,0,1,0,1,0,0,1,79.1,0,1,0,0,0,0,0,1,77.55434782608695,0,0,1
1,1,0,0,1,1,0,1,0,0,1,1,1,101.25,1,1,0,0,0,0,1,0,101.67291666666667,0,1,1
0,0,0,0,1,0,0,0,0,0,1,0,0,79.55,1,1,0,0,0,0,1,0,79.55,0,1,0
1,0,0,0,1,1,1,1,1,1,1,1,0,90.65,0,0,0,0,1,0,0,1,91.62463768115943,1,1,1
0,0,0,1,1,0,0,0,0,0,0,0,1,20.55,0,0,1,1,0,1,0,0,19.133333333333333,0,0,0
1,0,0,0,1,0,0,1,0,1,1,1,1,75.75,0,0,0,1,0,0,0,0,76.51160714285713,1,1,1
1,0,0,0,1,1,1,0,1,1,1,1,1,110.0,0,1,0,1,0,1,0,0,109.8253846153846,1,1,1
1,0,1,0,1,0,0,0,0,0,0,0,0,20.85,0,0,1,1,0,0,1,0,21.68661971830986,1,0,0
0,1,0,0,1,1,0,0,1,0,0,0,1,80.35,0,1,0,0,0,0,0,0,75.57857142857142,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,70.15,0,1,0,0,0,0,1,0,61.9,0,0,0
0,0,0,0,1,1,0,0,0,0,1,0,0,84.05,1,1,0,1,0,0,1,0,86.9328125,1,1,0
1,0,0,0,1,0,1,0,1,0,0,1,0,67.45,0,0,0,0,0,0,1,0,68.275,1,1,1
1,0,0,0,1,0,0,0,0,0,0,0,0,20.75,0,0,1,0,0,1,0,0,20.75,0,0,0
1,0,0,0,1,0,0,0,0,0,1,1,1,89.1,1,1,0,0,0,0,1,0,89.1,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,1,69.9,0,1,0,0,0,0,0,1,71.04285714285714,0,0,0
0,0,1,0,1,1,0,0,0,0,0,0,1,51.1,0,0,0,0,0,0,1,0,47.41,0,0,0
0,0,1,1,1,1,1,0,1,0,1,0,0,94.4,1,1,0,0,0,0,1,0,94.54117647058824,0,1,1
1,0,0,0,1,0,0,1,1,0,0,0,1,78.25,1,1,0,0,0,0,1,0,78.47105263157896,0,0,1
1,0,0,0,1,1,0,0,0,0,0,0,0,25.55,0,0,1,0,1,0,0,0,26.733802816901406,1,0,0
0,0,1,1,1,1,1,0,0,1,0,0,0,60.0,0,0,0,0,1,0,0,0,60.6287037037037,1,0,1
1,0,1,0,1,1,1,1,0,1,0,0,1,90.55,0,1,0,0,0,1,0,0,94.50806451612904,1,0,1
0,0,0,0,1,0,1,0,0,0,0,0,0,76.4,0,1,0,0,0,0,1,0,76.24545454545455,0,0,1
0,1,0,0,1,0,0,0,1,0,0,1,1,84.95,0,1,0,0,0,0,1,0,80.20277777777778,0,1,0
0,1,0,0,1,1,1,1,0,1,1,1,1,110.1,0,1,0,0,1,0,0,0,107.59305555555555,1,1,1
0,1,0,0,1,1,0,1,0,0,1,1,1,99.65,0,1,0,0,0,1,0,0,97.90352112676055,1,1,1
1,1,0,0,0,0,0,0,1,1,1,0,0,45.4,0,0,0,0,0,1,0,0,42.95,0,1,0
1,0,1,0,1,1,0,0,1,1,0,1,0,69.0,0,0,0,1,0,1,0,0,70.2486842105263,1,1,0
1,0,0,1,1,0,0,0,0,1,0,0,1,48.65,0,0,0,0,0,0,0,0,47.04,0,0,0
1,1,0,0,1,0,0,0,0,0,0,0,1,44.15,1,0,0,0,0,0,1,0,46.325,0,0,0
0,1,0,0,1,1,1,0,1,0,0,0,0,59.85,0,0,0,0,1,0,0,0,59.67788461538461,1,0,1
0,1,0,0,1,1,0,0,0,0,0,0,1,75.75,1,1,0,0,0,0,1,0,75.78125,0,0,0
0,0,0,0,1,1,0,1,1,0,1,1,1,80.65,0,0,0,0,1,0,1,0,78.38529411764705,1,1,1
1,0,1,1,1,0,0,0,0,0,0,0,1,20.55,0,0,1,1,0,1,0,0,20.33478260869565,1,0,0
0,0,1,0,1,1,1,1,0,1,0,0,1,66.4,0,0,0,0,0,1,0,0,64.94761904761906,1,0,1
0,0,0,0,1,0,0,1,0,1,1,1,1,100.2,0,1,0,0,1,0,0,1,100.76899999999999,1,1,1
0,0,0,0,1,0,0,0,0,0,0,0,1,19.1,1,0,1,0,0,0,0,1,19.1,0,0,0
1,1,1,0,1,1,1,0,0,0,0,0,1,80.3,1,1,0,0,0,0,1,0,80.3,0,0,1
1,0,1,0,1,0,0,0,0,0,0,0,1,44.55,0,0,0,0,0,1,0,0,44.32121212121212,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,20.35,0,0,1,0,0,0,0,1,21.514285714285712,0,0,0
1,0,1,1,1,1,1,1,1,0,0,0,1,91.8,0,1,0,0,0,0,1,0,93.1328125,1,0,1
0,0,0,0,1,0,0,0,1,0,0,0,1,74.9,1,1,0,0,0,0,1,0,74.9,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,1,20.2,0,0,1,0,1,0,0,0,20.208474576271186,1,0,0
0,0,1,0,1,1,0,0,0,0,0,0,0,50.35,0,0,0,0,0,0,1,0,52.425000000000004,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,18.8,0,0,1,0,0,0,0,1,18.666666666666668,0,0,0
0,0,1,0,1,0,0,0,0,0,0,0,0,20.45,0,0,1,0,0,1,0,0,22.053333333333335,0,0,0
1,0,1,1,1,0,0,0,0,0,1,1,1,64.75,0,0,0,1,0,0,1,0,67.48846153846154,0,1,0
0,0,0,0,1,1,0,1,0,0,1,1,1,98.7,0,1,0,0,0,1,0,0,97.78695652173913,0,1,1
1,1,1,0,1,1,1,0,0,0,1,0,0,89.45,0,1,0,0,0,0,1,0,90.56935483870969,1,1,1
1,0,0,0,1,0,1,1,0,1,0,0,1,58.75,0,0,0,1,0,0,1,0,58.4896551724138,1,0,1
0,0,1,0,1,0,0,0,0,0,0,0,0,20.7,0,0,1,1,0,1,0,0,21.062244897959182,1,0,0
0,0,1,0,1,1,0,0,0,0,1,0,1,85.6,0,1,0,0,0,0,0,0,87.55,1,1,0
0,0,0,0,1,1,1,1,1,1,0,1,1,80.3,0,0,0,0,1,1,0,0,79.29126984126985,1,1,1
1,0,1,0,1,1,0,0,1,1,1,1,0,79.8,0,0,0,0,1,1,0,0,79.90555555555555,1,1,0
1,1,1,1,1,1,1,0,0,0,0,0,1,79.85,0,1,0,0,0,0,1,0,77.40625,0,0,1
1,1,1,0,1,0,0,0,1,1,0,0,0,54.1,0,0,0,1,0,1,0,0,55.356944444444444,1,0,0
0,1,0,0,1,0,0,0,0,0,1,0,1,80.85,1,1,0,0,0,0,1,0,83.51666666666667,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,24.75,1,0,0,0,0,0,1,0,22.316666666666666,0,0,0
0,0,1,0,1,0,1,0,1,1,1,1,0,80.9,0,0,0,1,0,0,0,1,81.66428571428571,0,1,1
1,0,1,1,1,1,0,0,0,0,0,0,0,24.5,0,0,1,1,0,0,0,0,26.430769230769233,0,0,0
1,0,1,1,1,0,0,0,0,0,0,0,1,20.15,0,0,1,0,0,0,0,0,20.15,0,0,0
0,0,1,1,1,0,0,0,0,0,0,0,0,20.05,0,0,1,1,0,0,0,1,20.804000000000002,1,0,0
1,0,1,1,1,0,0,0,0,0,0,0,1,19.6,0,0,1,0,1,0,0,0,19.541549295774647,1,0,0
1,0,0,0,1,1,1,1,1,1,1,1,1,114.3,0,1,0,1,0,0,0,0,111.87424242424242,1,1,1
0,0,0,0,1,0,1,1,0,0,1,1,1,100.3,0,1,0,1,0,0,1,0,99.64333333333333,1,1,1
0,0,1,0,1,0,0,0,0,0,1,0,1,80.0,0,1,0,0,0,1,0,0,77.56590909090909,0,1,0
0,0,1,0,1,0,0,0,0,0,0,0,1,20.85,0,0,1,1,0,0,0,0,19.811940298507466,1,0,0
0,0,1,0,1,1,0,0,1,0,1,0,1,89.95,0,1,0,0,1,0,0,0,87.85735294117647,1,1,0
0,0,1,1,1,0,0,0,0,0,0,0,0,20.0,0,0,1,0,1,0,0,1,1397.475,0,0,0
0,1,0,0,1,1,0,0,1,0,0,1,1,90.85,1,1,0,0,0,1,0,0,92.16020408163266,1,1,0
0,1,0,0,1,1,0,0,0,0,0,0,0,48.75,0,0,0,0,0,0,0,1,44.9625,0,0,0
1,0,1,0,1,1,1,1,1,1,0,1,0,80.0,0,0,0,1,0,1,0,0,80.0031746031746,1,1,1
0,0,1,0,1,0,0,1,1,0,0,0,0,79.7,1,1,0,0,0,0,0,0,82.5,0,0,1
1,0,0,0,1,0,0,0,0,0,0,0,1,20.35,0,0,1,1,0,0,0,1,20.128571428571426,0,0,0
1,0,1,1,1,0,1,1,0,1,0,0,0,57.55,1,0,0,0,1,0,0,0,55.38909090909091,1,0,1
1,0,0,1,1,0,0,0,0,0,0,0,1,20.25,0,0,1,0,0,0,0,1,20.25,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,19.4,0,0,1,0,1,0,0,1,21.061764705882354,0,0,0
1,0,0,0,1,1,1,0,0,0,1,1,1,100.4,0,1,0,0,0,0,0,0,97.875,1,1,1
1,0,1,1,1,0,1,1,0,1,0,0,1,57.95,0,0,0,0,0,0,0,1,57.809090909090905,0,0,1
0,0,0,0,1,0,0,0,0,1,1,0,1,59.5,0,0,0,0,0,0,0,0,58.89444444444444,0,1,0
1,0,1,1,1,0,0,0,0,0,0,0,0,19.2,0,0,1,0,0,0,0,1,19.2,0,0,0
0,0,1,0,1,1,0,0,0,0,0,1,1,86.5,1,1,0,0,0,0,1,0,86.12857142857143,0,1,0
1,0,0,0,1,1,0,0,1,1,0,0,0,59.55,0,0,0,0,0,0,1,0,60.24210526315789,0,0,0
0,0,1,1,1,1,0,1,1,0,1,1,1,103.95,1,1,0,0,0,0,1,0,107.92608695652173,1,1,1
1,1,0,0,0,0,0,0,0,0,0,0,1,25.1,1,0,0,0,0,0,1,0,25.1,0,0,0
0,0,1,0,1,1,1,1,1,1,1,0,1,103.95,0,1,0,0,1,0,0,0,104.95694444444445,1,1,1
1,0,1,1,1,1,1,0,1,0,1,0,0,68.95,0,0,0,0,1,1,0,0,69.41,1,1,1
0,0,0,0,1,1,1,1,1,1,0,1,1,103.1,0,1,0,0,0,0,0,0,99.92424242424242,1,1,1
0,0,1,1,0,0,0,0,0,0,0,0,1,24.7,0,0,0,0,0,0,1,0,21.292857142857144,0,0,0
0,1,1,1,1,1,1,1,0,1,1,1,1,110.2,0,1,0,0,0,0,1,0,108.08913043478262,1,1,1
1,0,0,0,0,0,1,1,0,1,1,0,1,48.95,1,0,0,0,0,1,0,0,48.22692307692307,1,1,1
0,0,1,1,1,1,0,1,1,0,0,0,0,62.45,0,0,0,0,0,0,0,0,63.9234375,1,0,1
1,0,0,0,1,0,0,1,1,0,0,1,1,89.55,0,1,0,0,0,0,1,0,91.13125000000001,0,1,1
1,0,1,1,1,0,0,1,0,0,0,1,1,83.55,1,1,0,0,0,1,0,0,79.59166666666667,0,1,1
0,0,0,0,1,1,1,1,1,1,1,0,1,78.9,0,0,0,0,0,1,0,0,80.4581081081081,1,1,1
1,0,0,1,1,0,0,0,0,0,0,0,0,20.35,0,0,1,0,0,0,0,1,22.3375,0,0,0
0,0,1,1,1,1,1,0,1,0,1,0,1,71.45,0,0,0,0,1,0,0,0,69.80347222222223,1,1,1
1,1,1,0,0,0,1,1,1,1,0,0,0,46.35,0,0,0,0,1,1,0,0,47.23098591549296,1,0,1
0,0,1,0,1,0,0,1,0,0,1,1,1,94.65,0,1,0,0,0,0,0,0,91.321875,0,1,1
0,0,1,0,0,0,1,0,1,1,0,1,1,49.9,0,0,0,0,0,0,0,0,48.8140350877193,1,1,1
1,0,0,0,1,1,0,0,0,0,0,0,0,25.45,0,0,1,1,0,0,0,0,25.74469696969697,1,0,0
0,1,0,0,1,0,0,1,1,0,1,0,1,89.15,1,1,0,0,0,0,1,0,88.0529411764706,0,1,1
0,0,0,1,1,0,0,0,0,0,0,0,0,20.75,0,0,1,0,0,0,0,1,21.53333333333333,0,0,0
1,0,1,0,1,1,1,1,1,0,0,0,1,66.1,0,0,0,0,1,1,0,0,67.09772727272727,1,0,1
0,0,1,0,1,1,0,1,0,0,1,1,1,75.4,0,0,0,0,0,0,0,0,77.79705882352941,0,1,1
1,0,0,1,1,0,0,0,0,0,0,0,1,70.45,1,1,0,0,0,0,0,1,70.45,0,0,0
1,0,1,0,1,0,1,1,1,0,0,0,0,60.3,1,0,0,1,0,1,0,0,61.4448275862069,1,0,1
0,0,1,1,1,0,0,0,0,0,0,0,0,21.05,0,0,1,0,0,1,0,0,17.46875,0,0,0
1,0,0,0,1,0,1,0,1,1,1,0,0,69.35,0,0,0,1,0,1,0,0,71.38148148148149,1,1,1
1,0,1,0,1,1,0,1,0,0,0,1,0,88.85,0,1,0,0,0,0,0,1,88.24264705882354,1,1,1
1,0,0,0,1,0,0,1,0,0,1,1,1,97.0,0,1,0,1,0,0,0,0,100.71000000000001,1,1,1
1,0,0,0,1,0,0,1,1,0,1,0,1,66.4,0,0,0,0,0,1,0,0,68.04242424242425,1,1,1
1,0,0,1,0,0,0,0,0,0,0,0,0,24.75,1,0,0,0,0,0,1,0,24.75,0,0,0
1,0,1,1,1,1,1,1,0,0,0,1,0,69.2,0,0,0,0,0,0,0,1,67.475,0,1,1
0,0,0,1,1,1,0,0,0,1,0,0,1,79.5,0,1,0,1,0,1,0,0,79.0125,0,0,0
0,0,0,0,1,0,0,0,1,1,1,1,0,100.65,0,1,0,0,1,1,0,0,100.36224489795919,1,1,0
1,0,1,1,1,1,0,0,1,1,1,1,0,103.3,1,1,0,0,0,0,1,0,105.93157894736842,0,1,0
0,0,1,1,1,1,1,1,1,1,1,0,0,79.7,0,0,0,0,1,0,0,0,82.04714285714286,1,1,1
0,0,1,1,1,0,1,1,0,1,0,0,0,61.4,0,0,0,0,0,0,0,0,58.2703125,1,0,1
0,0,0,0,1,0,0,0,0,0,0,0,1,69.8,0,1,0,0,0,0,1,0,67.86944444444445,0,0,0
1,0,0,0,0,0,1,1,0,1,0,0,1,40.55,0,0,0,0,1,0,0,1,37.59054054054054,1,0,1
0,0,0,0,1,1,0,0,0,0,0,0,1,75.65,0,1,0,0,0,0,1,0,75.5875,0,0,0
0,0,1,0,1,1,1,1,1,0,0,0,0,90.7,0,1,0,0,0,0,1,0,85.93125,0,0,1
1,0,1,0,1,1,0,1,0,0,0,0,1,80.5,0,1,0,0,0,0,0,0,78.64117647058823,0,0,1
0,0,0,1,1,0,1,1,1,0,0,0,1,60.6,0,0,0,0,0,0,1,0,68.30526315789473,0,0,1
1,0,1,0,1,1,0,0,1,0,1,1,0,101.15,0,1,0,0,1,1,0,0,101.12333333333332,1,1,0
1,0,1,1,1,1,0,0,0,0,0,0,1,24.95,0,0,1,0,1,0,0,1,23.965686274509803,1,0,0
1,0,1,1,1,0,0,0,0,0,0,0,1,20.3,0,0,1,0,1,1,0,0,17.426785714285714,1,0,0
1,0,0,0,1,0,0,1,0,0,0,1,1,60.0,0,0,0,0,1,0,1,0,59.268604651162796,1,1,1
1,0,1,0,1,0,0,0,0,0,0,0,0,20.25,0,0,1,0,1,0,1,0,19.892857142857142,1,0,0
1,0,0,0,1,0,0,0,0,0,1,0,1,78.5,1,1,0,0,0,0,1,0,80.68333333333334,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,44.75,0,0,0,0,0,0,0,1,44.75,0,0,0
